ajoneuvoluokka;ensirekisterointipvm;ajoneuvoryhma;ajoneuvonkaytto;variantti;versio;kayttoonottopvm;vari;ovienLukumaara;korityyppi;ohjaamotyyppi;istumapaikkojenLkm;omamassa;teknSuurSallKokmassa;tieliikSuurSallKokmassa;ajonKokPituus;ajonLeveys;ajonKorkeus;kayttovoima;iskutilavuus;suurinNettoteho;sylintereidenLkm;ahdin;sahkohybridi;merkkiSelvakielinen;mallimerkinta;vaihteisto;vaihteidenLkm;kaupallinenNimi;voimanvalJaTehostamistapa;tyyppihyvaksyntanro;yksittaisKayttovoima;kunta;Co2;matkamittarilukema;alue;valmistenumero2;jarnro
M1;2011-05-30;;01;PNDA1K;5ADALA;20110530;8;4;AB;;5;1329;1825;;4470;1823;1484;01;1596;92;4;false;;Ford;FOCUS Viistoperä (AB) 4ov 1596cm3;1;5;FOCUS;05;e13*2007/46*1138*00;01;260;136;91995;598;WF0KXXGCBK;3758831
M1;2011-03-24;;01;F4AAE;M6F01;20110324;2;4;AA;;5;1600;2060;;4647;1802;1473;02;1910;96;4;true;;Saab;SAAB 9-3 Sedan (AA) 4ov 1910cm3;1;6;SAAB 9-3;05;e4*01/116*0065*28;02;091;119;67360;005;YS3FA4MA6B;3762037
M1;2011-03-31;;01;ABCAVE;FD7FD7AM015LLSVR07MG;20110331;0;4;AB;;5;1269;1680;;4070;1682;1475;01;1390;132;4;true;;Volkswagen;POLO Viistoperä (AB) 4ov 1390cm3 A;2;7;POLO;05;e1*01/116*0510*08;01;091;139;85427;006;WVWZZZ6RZB;3764940
M1;2011-03-21;;01;U00MK0;SCAAA500;20060616;0;4;AA;;5;1640;2140;2140;4822;1822;;02;2149;125;4;true;false;Mercedes-Benz;E 220 CDI Sedan (AA) 4ov 2149cm3 A;2;;E 220 CDI;05;e1*2001/116*0183*14;02;598;177;212759;686;WDB2110081;3768285
M1;2011-05-02;;01;VU71;AA;20080103;0;5;AC;1;5;1665;2130;2130;4520;1820;1420;02;2990;145;6;true;false;BMW;325d Farmari (AC) 5ov 2990cm3;1;6;325d;05;e1*01/116*0308*08;02;167;158;290631;801;WBAVU71040;3771498
M1;2011-06-28;;01;WC8FP*;WC8FP0/1;20110628;2;4;AB;;5;1164;1643;;4030;1748;1502;01;1397;70;4;false;;Peugeot;207 Viistoperä (AB) 4ov 1397cm3;1;5;207;05;e2*01/116*0340*23;01;091;135;70301;009;VF3WC8FP0B;3775149
M1;2011-11-08;;01;SH6;5C3;20111108;2;4;AB;;5;1195;1543;;3920;1680;1505;01;1399;74;4;false;;Chevrolet;AVEO Viistoperä (AB) 4ov 1399cm3;1;5;AVEO;05;e4*01/116*0063*29;01;092;143;42665;016;KL1SF48W9B;3778824
M1;2011-05-30;;01;BG11;1AACAAAVFFF5;20110530;2;4;AF;;5;1550;2020;;4946;1814;1510;02;1686;81;4;true;;Opel;ASTRA Monikäyttöajoneuvo (AF) 4ov 1686cm3;1;6;ASTRA;05;e1*2007/46*0141*08;02;092;119;107224;013;W0LPD6EG4B;3782130
M1;2011-05-11;;01;WC8FP*;WC8FP0/1;20110511;6;4;AB;;5;1164;1643;;4030;1748;1502;01;1397;70;4;false;;Peugeot;207 Viistoperä (AB) 4ov 1397cm3;1;5;207;05;e2*01/116*0340*23;01;091;135;93112;006;VF3WC8FP0B;3785673
M1;2011-06-10;;01;NJ51;02;20060808;0;4;AC;;5;1760;2285;2285;4840;1850;1490;02;2490;130;6;true;false;BMW;525d Farmari (AC) 4ov 2490cm3 A;2;6;525d;05;e1*01/116*0230*07;02;434;213;237504;079;WBANJ510X0;3789254
M1;2011-05-20;;01;PNDA1L;5ADAMA;20110520;8;4;AC;;5;1367;1825;;4666;1823;1505;01;1596;92;4;false;;Ford;FOCUS Farmari (AC) 4ov 1596cm3;1;5;FOCUS;05;e13*2007/46*1138*01;01;507;139;92738;527;WF0LXXGCBL;3792750
M1;2011-05-30;;01;MHU38(W);MHU38L-AWXGKW(1C);20081205;8;4;AF;;5;2075;2505;2505;4760;1850;1680;01;3310;155;6;false;true;Lexus;RX400h Monikäyttöajoneuvo (AF) 4ov 3310cm3 A;2;;RX400h;09;e6*01/116*0098*02;01;853;192;236956;204;JTJHW31UX0;3795890
M1;2011-05-03;;01;ACBMPX0;FA6FA62E018S17GG;20070207;8;4;AC;;5;1607;;2170;4774;1820;1466;02;1968;103;4;true;false;Volkswagen;PASSAT Farmari (AC) 4ov 1968cm3 A;2;;PASSAT;05;e1*2001/116*0307*11;02;564;180;319605;904;WVWZZZ3CZ7;3800042
M1;2012-02-24;;01;ACCAGAX0;AGFV61J0017MG;20110627;8;4;AC;;5;1605;2090;2090;4666;1772;1454;02;1968;105;4;true;false;Seat;EXEO ST Farmari (AC) 4ov 1968cm3;3;;EXEO ST;05;e9*01/116*0072*07;02;091;153;107317;004;VSSZZZ3RZB;3803606
M1;2011-06-08;;01;U226F0;SFAAA500;20031119;0;5;AC;1;5;1885;2460;2460;4850;1820;1480;02;3220;150;6;true;false;Mercedes-Benz;E 320 CDI Farmari (AC) 5ov 3220cm3 A;2;;E 320 CDI;09;e1*01/116*0213*02;02;232;194;307801;618;WDB2112261;3807915
M1;2011-06-15;;01;R00CF0;TCAAA50;20010906;Y;4;AA;;5;1545;2000;2000;4528;1728;1390;02;2148;105;4;true;false;Mercedes-Benz;C 220 CDI Sedan (AA) 4ov 2148cm3 A;2;5;C 220 CDI;05;e1*98/14*0139*05;02;143;177;258884;396;WDB2030061;3812356
M1;2011-07-20;;01;ACCFFBX1;AM6AM6A6006NDSTVR07MG;20110720;9;4;AC;;5;1665;2240;;4520;1809;1706;02;1968;103;4;true;;Volkswagen;TIGUAN Farmari (AC) 4ov 1968cm3;1;6;TIGUAN;05;e1*01/116*0450*10;02;061;164;119943;301;WVGZZZ5NZB;3817144
M1;2011-06-10;;01;ACCFFBX0;FM6FM62Q025STP27MGSNVR2O;20110610;9;4;AC;;5;1571;2180;;4874;1820;1536;02;1968;103;4;true;;Volkswagen;PASSAT Farmari (AC) 4ov 1968cm3;1;6;PASSAT;05;e1*01/116*0307*26;02;287;120;242044;641;WVWZZZ3CZB;3820484
M1;2012-03-12;;01;LCGLCF1;FM6B1011R4G607MGEM2;20110609;9;4;AA;;5;1650;2155;2155;5047;1874;1465;02;1968;130;4;true;false;Audi;AUDI A6 Sedan (AA) 4ov 1968cm3;1;6;AUDI A6;05;e1*2007/46*0436*02;02;927;129;164355;031;WAUZZZ4G1B;3823801
M1;2011-10-11;;01;JANFB;B5LN1A;20111011;6;5;AF;;5;1555;2010;;4448;1812;1718;01;1998;115;4;false;;Jeep;COMPASS Monikäyttöajoneuvo (AF) 5ov 1998cm3;1;5;COMPASS;05;e11*01/116*0142*14;01;091;175;58563;008;1J4NT4FA9B;3827407
M1;2011-08-30;;01;ALA30(WD);ALA30L-BWFGRW(2H);20110830;1;4;AF;;5;1708;2190;;4475;1815;1685;02;2231;110;4;true;;Toyota;TOYOTA RAV4 Monikäyttöajoneuvo (AF) 4ov 2231cm3;1;6;TOYOTA RAV4;05;e6*01/116*0105*07;02;148;159;81624;998;JTMBC31V80;3831304
M1;2011-10-31;;01;F5P21;M52BZ1;20111031;Y;4;AF;;5;1253;1710;;4068;1765;1600;01;1396;66.2;4;false;;Kia;VENGA Monikäyttöajoneuvo (AF) 4ov 1396cm3;1;5;VENGA;05;e4*2007/46*0131*03;01;433;136;118929;129;TMAEH811AB;3835222
M1;2012-06-28;;01;KHBE1;CAB5;20120109;8;4;AB;;5;1212;1535;1535;4059;1735;1617;01;1229;63;4;false;false;Chevrolet;AVEO Viistoperä (AB) 4ov 1229cm3;1;5;AVEO;05;e4*2007/46*0270*02;01;405;119;41233;534;KL1TF4839C;3839009
M1;2012-02-10;;01;ABCGPAX01;NFM5FM52T11114N0;20120210;1;4;AB;;5;1095;1550;;4111;1642;1551;01;1198;51;3;false;;Skoda;FABIA Viistoperä (AB) 4ov 1198cm3;1;5;FABIA;05;e11*01/116*0291*31;01;106;128;33317;058;TMBEH65J0C;3842797
M1;2011-07-27;;01;NSP90(H);NSP90L-CHFGKW(2G);20110727;Y;4;AF;;5;1145;1480;;3785;1695;1530;01;1329;73;4;false;;Toyota;TOYOTA YARIS Monikäyttöajoneuvo (AF) 4ov 1329cm3;1;6;TOYOTA YARIS;05;e11*01/116*0249*06;01;153;120;24214;551;VNKKH96380;3846262
M1;2011-12-07;;01;ACCAYCX0;FD7FD7AM014E7MGN1;20111207;8;4;AC;;5;1473;1980;;4631;1781;1524;02;1598;77;4;true;;Volkswagen;GOLF Farmari (AC) 4ov 1598cm3 A;2;7;GOLF;05;e1*01/116*0328*21;02;980;113;139887;334;WVWZZZ1KZB;3849739
M1;2011-08-23;;01;LCDHAF1;FAVW0020R8K607MGEM0;20110823;9;4;AA;;5;1530;2005;;4851;1826;1437;01;1798;88;4;true;;Audi;AUDI A4 Sedan (AA) 4ov 1798cm3;3;;AUDI A4;05;e1*01/116*0430*19;01;106;169;67108;058;WAUZZZ8K8C;3852993
M1;2011-10-18;;02;BW88;BW8850??;20111018;9;4;AC;;5;1804;2310;;4823;1876;1547;02;1984;120;5;true;;Volvo;V70 Farmari (AC) 4ov 1984cm3 A;2;6;V70;05;e9*01/116*0065*13;02;005;159;251603;629;YV1BW8850C;3856431
M1;2012-03-28;;01;J225M1;NZAAA500;20100601;0;5;AC;1;5;1990;2565;2565;4918;1872;1512;02;2987;170;6;true;false;Mercedes-Benz;E 350 CDI 4MATIC Farmari (AC) 5ov 2987cm3 A;2;7;E 350 CDI 4MATIC;05;e1*2007/46*0200*03;02;680;200;158722;211;WDD2122891;3859802
M1;2011-08-11;;01;8D5FV*;8D5FV8;20110811;6;4;AA;;5;1475;1995;;4792;1853;1456;01;1598;115;4;true;;Peugeot;508 Sedan (AA) 4ov 1598cm3;1;6;508;05;e2*2007/46*0080*00;01;153;149;63721;551;VF38D5FV8B;3862684
M1;2011-12-15;;01;KR1S;KR1S0H;20111215;9;4;AC;;5;1185;1598;;4233;1719;1518;01;1149;55;4;false;;Renault;CLIO Farmari (AC) 4ov 1149cm3;1;5;CLIO;05;e2*01/116*0327*40;01;082;135;74408;137;VF1KR1S0H4;3866241
M1;2012-05-28;;01;KR2V;KR2V0H;20120528;9;4;AC;;5;1194;1690;;4233;1719;1518;02;1461;55;4;true;;Renault;CLIO Farmari (AC) 4ov 1461cm3;1;5;CLIO;05;e2*01/116*0327*40;02;316;106;176994;166;VF1KR2V0H4;3869702
M1;2012-03-27;;01;JHA11;AA5;20120327;8;4;AB;;5;1450;1818;;4543;1797;1542;01;1598;91;4;false;;Chevrolet;CRUZE Viistoperä (AB) 4ov 1598cm3;1;5;CRUZE;05;e4*01/116*0140*07;01;272;153;61339;677;KL1JF68E9C;3873113
M1;2011-10-13;;01;A;A01;20111013;2;4;AF;;5;1275;1645;;4135;1765;1565;01;1598;86;4;false;;Nissan;NISSAN JUKE Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;5;NISSAN JUKE;05;e11*2007/46*0132*02;01;694;138;99890;111;SJNFBAF15U;3876334
M1;2011-12-21;;01;FW84;FW84A1??;20111221;6;4;AC;;5;1648;2110;;4628;1865;1479;02;1560;84;4;true;;Volvo;V60 Farmari (AC) 4ov 1560cm3;1;6;V60;05;e9*2007/46*0023*05;02;179;119;85248;407;YV1FW84A1C;3879575
M1;2012-05-08;;01;ACCBZAX0;FM5FM5AH018N7MGN1;20120508;8;4;AC;;5;1347;1900;;4631;1781;1524;01;1197;63;4;true;;Volkswagen;GOLF Farmari (AC) 4ov 1197cm3;1;5;GOLF;05;e1*01/116*0328*22;01;049;132;68941;026;WVWZZZ1KZC;3882750
M1;2012-03-13;;01;MW75;MW7531??;20041124;5;4;AC;;5;1470;1960;1960;4510;1770;1430;02;1997;100;4;true;false;Volvo;V50 Farmari (AC) 4ov 1997cm3;1;6;V50;05;e4*01/116*0076*05;02;020;152;390928;378;YV1MW75315;3886065
M1G;2011-10-14;;01;PB51;02;20050520;0;5;AC;1;5;1930;2355;2355;4570;1850;1670;02;2990;150;6;true;false;BMW;X3 3.0d Farmari (AC) 5ov 2990cm3 A;2;5;X3 3.0d;05;e1*01/116*0249*04;02;179;243;292846;405;WBAPB51060;3889609
M1;2011-10-14;;01;UFBA1G;5CFBPB;20111014;9;4;AC;;5;1645;2290;;4966;1886;1548;02;1997;103;4;true;;Ford;MONDEO Farmari (AC) 4ov 1997cm3;1;6;MONDEO;05;e13*01/116*0249*14;02;082;139;191641;137;WF0GXXGBBG;3892703
M1;2011-10-11;;01;CAVCAC;FD7FD7AM0067MGS5N1VR0SM;20111011;Y;4;AC;;5;1536;2150;;4494;1794;1694;01;1390;103;4;true;;Volkswagen;TOURAN Farmari (AC) 4ov 1390cm3 A;2;7;TOURAN;05;DE*2007/46*0506*00;01;286;154;53983;469;WVGZZZ1TZC;3895604
M1;2011-10-07;;01;MW58;MW5850??;20111007;6;4;AF;;5;1630;2020;;4522;1785;1499;02;1984;110;5;true;;Volvo;V50 Monikäyttöajoneuvo (AF) 4ov 1984cm3 A;2;6;V50;05;e4*01/116*0076*25;02;407;154;115123;078;YV1MW5850C;3898537
M1;2012-02-20;;01;CW721;AIACA6A6A;20080704;8;4;;;7;1810;2410;2410;4640;1800;1680;02;2179;115;;true;false;Mitsubishi;OUTLANDER  4ov 2179cm3;;;OUTLANDER;05;e1*2001/116*0406*04;02;564;194;267533;902;JMBXJCW7W8;3901734
M1G;2011-10-26;;01;DZ82;DZ8256??;20111026;1;4;AC;;5;1941;2505;;4627;1891;1713;02;2400;158;5;true;;Volvo;XC60 Farmari (AC) 4ov 2400cm3 A;2;6;XC60;05;e9*01/116*0068*09;02;179;179;137426;418;YV1DZ8256C;3904865
M1;2012-01-05;;01;KN11;4A06D5B2BDA5;20120105;2;4;AF;;5;1163;1625;;4040;1737;1488;01;1229;63;4;false;;Opel;CORSA Monikäyttöajoneuvo (AF) 4ov 1229cm3;1;5;CORSA;05;e1*01/116*0379*19;01;172;119;104333;196;W0L0SDL68C;3908005
M1;2011-10-21;;01;ACBKPX0;FM6FM62Q009STP0GG;20061009;2;5;AC;;5;1585;2140;2140;4770;1820;1470;02;1960;103;4;true;false;Volkswagen;PASSAT Farmari (AC) 5ov 1960cm3;1;6;PASSAT;05;e1*01/116*0307*10;02;286;158;343966;453;WVWZZZ3CZ7;3911193
M1;2011-11-04;;01;ND71;AB;20071023;6;4;AA;1;5;1615;2100;2100;4840;1850;1470;01;2990;200;6;false;false;BMW;530i Sedan (AA) 4ov 2990cm3 A;2;;530i;05;e1*01/116*0230*11;01;529;178;126795;211;WBAND71040;3913907
M1;2011-11-16;;01;ZGR21(WF);ZGR21L-GWFEPW(3E);20111116;6;4;AF;;7;1580;2125;;4440;1790;1670;01;1798;108;4;false;;Toyota;TOYOTA VERSO Monikäyttöajoneuvo (AF) 4ov 1798cm3;1;6;TOYOTA VERSO;05;e11*01/116*0350*04;01;297;162;73179;704;NMTDG26R60;3916792
M1;2012-03-08;;01;ACLAAQ1;QD7B5027R4G60S57MGEM2;20120308;8;4;AC;;5;1865;2420;;5047;1874;1471;02;2967;150;6;true;;Audi;AUDI A6 Farmari (AC) 4ov 2967cm3 A;2;7;AUDI A6;05;e1*2007/46*0436*04;02;398;152;150647;151;WAUZZZ4G2C;3920062
M1;2012-02-22;;01;R046K0;THAAA502;20030403;8;4;AA;;5;1505;;1955;4528;1728;1390;01;1796;105;4;true;false;Mercedes-Benz;C 180 KOMPRESSOR Sedan (AA) 4ov 1796cm3 A;2;;C 180 KOMPRESSOR;05;e1*98/14*0139*11;01;481;202;119571;212;WDB2030461;3923256
M1;2012-03-12;;01;C5D11;A62BZ1;20120312;9;4;AC;;5;1589;2150;;4770;1815;1470;02;1685;100;4;true;;Hyundai;i40 Farmari (AC) 4ov 1685cm3 A;2;6;i40;05;e4*2007/46*0263*03;02;049;159;87662;021;KMHLC81UBC;3926020
M1;2011-12-30;;01;ACCFHCX1;NAM6AM62Q0310;20111230;1;4;AC;;5;1530;2075;;4360;1793;1691;02;1968;103;4;true;;Skoda;YETI Farmari (AC) 4ov 1968cm3;1;6;YETI;05;e11*2007/46*0010*12;02;564;157;141429;904;TMBLD75L2C;3928936
M1G;2011-12-13;;01;DZ87;DZ8756??;20111213;2;4;AC;;5;1941;2505;;4627;1891;1713;02;2400;120;5;true;;Volvo;XC60 Farmari (AC) 4ov 2400cm3 A;2;6;XC60;05;e9*01/116*0068*10;02;179;179;74926;405;YV1DZ8756C;3932637
M1G;2011-12-08;;01;ACCFFBX1;AD7AD7BH003GDSTVR27MQO;20111208;1;4;AC;;5;1664;2260;;4526;1809;1701;02;1968;103;4;true;;Volkswagen;TIGUAN Farmari (AC) 4ov 1968cm3 A;2;7;TIGUAN;05;e1*01/116*0450*12;02;049;158;148886;021;WVGZZZ5NZC;3935486
M1;2012-02-10;;01;LCGLCF1;FAVAW008R4G60S57MGEM2;20120210;8;4;AA;;5;1660;2165;;5047;1874;1465;02;1968;130;4;true;;Audi;AUDI A6 Sedan (AA) 4ov 1968cm3;3;;AUDI A6;05;e1*2007/46*0436*05;02;179;132;128033;401;WAUZZZ4GXC;3939203
M1;2012-03-27;;01;ABCGPA;FM5FM52T111LLNVR07MG;20120327;6;4;AB;;5;1067;1550;;4064;1682;1500;01;1198;51;3;false;;Volkswagen;POLO Viistoperä (AB) 4ov 1198cm3;1;5;POLO;05;e1*01/116*0510*11;01;092;128;61258;012;WVWZZZ6RZC;3942069
M1;2012-03-16;;01;A;A06;20120316;1;4;AF;;7;1538;2072;;4541;1783;1646;01;1598;86;4;false;;Nissan;NISSAN QASHQAI+2 Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;5;NISSAN QASHQAI+2;05;e11*01/116*0295*18;01;091;149;88193;008;SJNJAAJ10U;3944941
M1;2012-03-28;;01;SCCBZBX0;SGNFM52T1067MQGI;20120328;9;4;AF;;5;1090;1541;;4052;1693;1439;01;1197;77;4;true;;Seat;IBIZA Monikäyttöajoneuvo (AF) 4ov 1197cm3;1;5;IBIZA;05;e9*01/116*0067*20;01;398;124;36291;153;VSSZZZ6JZC;3947841
M1;2012-06-19;;01;F5P41;M52BZ1;20120619;9;4;AF;;5;930;1370;;3595;1595;1480;01;1248;62.5;4;false;;Kia;PICANTO Monikäyttöajoneuvo (AF) 4ov 1248cm3;1;5;PICANTO;05;e4*2007/46*0256*03;01;423;106;31271;214;KNABX512AC;3950585
M1;2012-01-10;;01;SH5;0F0;20110223;;4;AC;;5;1555;2015;2015;4560;1780;1700;01;1995;110;4;false;false;Subaru;FORESTER Farmari (AC) 4ov 1995cm3;1;5;FORESTER;05;e13*01/116*0982*06;01;405;173;77404;534;JF1SHJLW4B;3953438
M1G;2012-01-04;;01;S4KW2F;E5L1;20120104;9;4;AC;;5;2610;3175;;4966;1928;1974;02;2993;188;6;true;;Land Rover;RANGE ROVER SPORT Farmari (AC) 4ov 2993cm3 A;2;8;RANGE ROVER SPORT;05;e11*01/116*0243*10;02;405;230;99239;538;SALLSAAG6C;3956114
M1;2012-02-24;;01;F5PH1;A41AZ1;20120224;Y;4;AF;;5;1334;1840;;4490;1790;1525;01;1591;91.9;4;false;;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1591cm3 A;2;4;CEED;05;e4*01/116*0121*19;01;272;158;72821;674;U5YHC812BC;3958868
M1;2012-02-22;;01;ZRE151(H);ZRE151L-DHFNPW(1N);20120222;Y;4;AF;;5;1370;1750;;4245;1760;1515;01;1598;97;4;false;;Toyota;TOYOTA AURIS Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;6;TOYOTA AURIS;05;e11*01/116*0305*12;01;604;153;93779;339;NMTKE56E40;3961919
M1;2012-02-24;;01;CB221;AMBAA6A5AAAJ;20120224;8;4;AC;;5;1720;2170;;4665;1800;1720;02;2268;130;4;true;;Mitsubishi;MITSUBISHI OUTLANDER Farmari (AC) 4ov 2268cm3;1;6;MITSUBISHI OUTLANDER;05;e1*01/116*0482*07;02;853;163;130664;203;JMBXJCW1WC;3965096
M1;2012-01-17;;01;L357M0;NZAAA402;20090918;8;2;AD;;4;1670;2140;2140;4717;1786;1408;01;3498;215;6;false;false;Mercedes-Benz;E 350 CGI Coupé (AD) 2ov 3498cm3 A;2;7;E 350 CGI;05;e1*01/116*0502*03;01;049;203;94577;027;WDD2073571;3968130
M1;2012-02-14;;01;ZRT271(W);ZRT271L-AWFEPW(2F);20120214;8;4;AF;;5;1526;2000;;4780;1810;1480;01;1798;108;4;false;;Toyota;TOYOTA AVENSIS Monikäyttöajoneuvo (AF) 4ov 1798cm3;1;6;TOYOTA AVENSIS;05;e11*01/116*0331*05;01;704;153;73548;212;SB1EG76L90;3972192
M1;2012-12-19;;01;B4Z;2EU;20121219;8;4;AB;;5;1346;1770;;4460;1755;1470;01;1598;77;4;false;;Mazda;MAZDA 3 Viistoperä (AB) 4ov 1598cm3;1;5;MAZDA 3;05;e11*01/116*0262*07;01;734;147;81354;241;JMZBLB4Z21;3975162
M1;2012-02-13;;01;M24HM2;OZAAB502;20120213;9;5;AC;;5;1425;1950;;4466;1786;1558;01;1595;115;4;true;;Mercedes-Benz;B 200 Farmari (AC) 5ov 1595cm3 A;2;7;B 200;05;e1*2007/46*0751*01;01;398;141;62190;151;WDD2462431;3978163
M1;2012-03-16;;01;NSP13F(MH);NSP130L-CHFNKW(4B);20120316;2;4;AF;;5;1115;1470;;3885;1695;1510;01;1329;73;4;false;;Toyota;TOYOTA YARIS Monikäyttöajoneuvo (AF) 4ov 1329cm3;1;6;TOYOTA YARIS;05;e11*2007/46*0152*01;01;564;123;102082;904;VNKKJ3D350;3981343
M1;2012-03-30;;01;A;A06;20120330;1;4;AF;;7;1534;2072;;4541;1783;1646;01;1598;86;4;false;;Nissan;NISSAN QASHQAI+2 Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;5;NISSAN QASHQAI+2;05;e11*01/116*0295*20;01;545;149;48438;642;SJNJAAJ10U;3984251
M1;2012-12-27;;01;JZ14;JZ14B6;20120410;9;4;AF;;7;1505;2200;2200;4573;1845;1675;02;1461;81;4;true;false;Renault;MEGANE SCENIC Monikäyttöajoneuvo (AF) 4ov 1461cm3;1;6;MEGANE SCENIC;05;e2*01/116*0379*20;02;224;105;150707;036;VF1JZ14B64;3986974
M1;2012-03-27;;01;AACBZBX0;FM6FM6AJ009N7MQN1VR2;20120327;0;4;AA;;5;1305;1800;;4744;1778;1502;01;1197;77;4;true;;Volkswagen;JETTA Sedan (AA) 4ov 1197cm3;1;6;JETTA;05;e1*2007/46*0539*07;01;564;123;9200;904;WVWZZZ16ZC;3990066
M1G;2012-03-23;;01;JAWF3;C5LN1A;20120323;0;4;AF;;5;1605;1980;;4448;1812;1718;01;2359;125;4;false;;Jeep;COMPASS Monikäyttöajoneuvo (AF) 4ov 2359cm3;3;;COMPASS;05;e11*01/116*0142*16;01;091;199;94045;003;1C4NJDCB4C;3992938
M1;2012-03-15;;01;BW84;BW84AB??;20120315;2;4;AC;;5;1734;2240;;4823;1876;1547;02;1560;84;4;true;;Volvo;V70 Farmari (AC) 4ov 1560cm3 A;2;6;V70;05;e9*01/116*0065*15;02;233;119;307518;623;YV1BW84ABC;3995852
M1;2012-03-16;;01;FW84;FW84AB??;20120316;8;4;AC;;5;1674;2130;;4628;1865;1479;02;1560;84;4;true;;Volvo;V60 Farmari (AC) 4ov 1560cm3 A;2;6;V60;05;e9*2007/46*0023*07;02;092;119;88388;012;YV1FW84ABC;3999310
M1;2012-03-23;;01;ZRT271(W);ZRT271L-AWFEPW(1F);20120323;6;4;AF;;5;1526;2000;;4780;1810;1480;01;1798;108;4;false;;Toyota;TOYOTA AVENSIS Monikäyttöajoneuvo (AF) 4ov 1798cm3;1;6;TOYOTA AVENSIS;05;e11*01/116*0331*05;01;092;153;54566;016;SB1EG76L90;4002784
M1;2012-03-30;;01;SCKFT*;SCKFT0/1;20120330;0;4;AB;;5;1165;1529;;3941;1728;1538;01;1360;54;4;false;;Citroen;C3 Viistoperä (AB) 4ov 1360cm3;1;5;C3;05;e2*2007/46*0003*16;01;091;139;80157;007;VF7SCKFT0C;4005782
M1;2012-10-11;;01;RW5FV*;RW5FVA;20121011;0;4;AC;;5;1737;2200;;4829;1860;1512;01;1598;115;4;true;;Citroen;C5 Farmari (AC) 4ov 1598cm3 A;2;6;C5;05;e2*01/116*0360*19;01;905;169;65074;652;VF7RW5FVAC;4008945
M1;2012-04-04;;01;PNBA1E;5EJANC;20071001;8;4;AB;;5;1435;2050;2050;4778;1886;1453;01;1596;92;4;false;false;Ford;MONDEO Viistoperä (AB) 4ov 1596cm3;1;5;MONDEO;05;e13*2001/116*0249*02;01;430;177;241284;324;WF0GXXGBBG;4012217
M1;2012-05-04;;01;MW84;MW84F1??;20120504;0;4;AF;;5;1502;1900;;4522;1785;1499;02;1560;84;4;true;;Volvo;V50 Monikäyttöajoneuvo (AF) 4ov 1560cm3;1;6;V50;05;e4*01/116*0076*25;02;444;99;152762;085;YV1MW84F1C;4016097
M1;2012-06-29;;01;NC5FS*;NC5FS0/1;20120629;2;4;AB;;5;1370;1765;;4329;1789;1523;01;1598;88;4;false;;Citroen;C4 Viistoperä (AB) 4ov 1598cm3;1;5;C4;05;e2*2007/46*0040*02;01;743;143;68002;601;VF7NC5FS0C;4020492
M1;2012-08-21;;01;ABCBZBX0;FM6FM6AJ010N7MQN1VR0;20120821;8;2;AB;;4;1274;1680;;4278;1808;1486;01;1197;77;4;true;;Volkswagen;BEETLE Viistoperä (AB) 2ov 1197cm3;1;6;BEETLE;05;e1*2007/46*0539*07;01;285;137;45963;483;WVWZZZ16ZC;4024341
M1;2012-07-11;;01;A;A04;20120711;8;4;AF;;5;1275;1645;;4135;1765;1565;01;1598;86;4;false;;Nissan;NISSAN JUKE Monikäyttöajoneuvo (AF) 4ov 1598cm3;1;5;NISSAN JUKE;05;e11*2007/46*0132*03;01;091;139;60504;009;SJNFBAF15U;4028533
M1;2012-04-25;24;02;;;20120425;9;5;AF;;9;2420;3190;3190;5910;1993;2700;02;2143;120;4;true;false;Mercedes-Benz;SPINTER Monikäyttöajoneuvo (AF) 5ov 2143cm3;4;;SPINTER;05;;02;179;216;463606;418;WDB9067131;4032517
M1;2012-06-04;;01;STJB1J;5ABAAB;20120604;8;4;AB;;5;1098;1495;;4078;1722;1481;01;1242;44;4;false;;Ford;FIESTA Viistoperä (AB) 4ov 1242cm3;1;5;FIESTA;05;e9*01/116*0069*09;01;698;124;70914;964;WF0JXXGAJJ;4037014
M1;2012-06-18;;01;ACCFHCX01;NFM6FM62Q0250;20120618;9;4;AC;;5;1410;2010;;4666;1769;1522;02;1968;103;4;true;;Skoda;OCTAVIA Farmari (AC) 4ov 1968cm3;1;6;OCTAVIA;05;e11*01/116*0230*44;02;694;129;199265;111;TMBHE61Z0C;4041812
M1;2012-08-17;;01;JANFB;C5LN1A;20120817;Y;4;AF;;5;1499;2010;;4448;1812;1718;01;1998;115;4;false;;Jeep;COMPASS Monikäyttöajoneuvo (AF) 4ov 1998cm3;1;5;COMPASS;05;e11*01/116*0142*16;01;680;175;44178;211;1C4NJCAA7C;4045621
M1;2012-07-27;;01;U20MK0;SDAAA500;20070525;Y;4;AC;;5;1810;2360;2360;4850;1822;1498;02;2140;125;4;true;false;Mercedes-Benz;E 220 CDI Farmari (AC) 4ov 2140cm3 A;2;5;E 220 CDI;05;e1*01/116*0213*12;02;858;194;193069;045;WDB2112081;4050493
